-1, 0, 2.45
-1, 1, 1.84
-1, 2, 5.02
-1, 3, 9.85
-1, 4, 7.74
-1, 5, 1.53
-1, 6, 1.23
-1, 7, 3.03
-1, 8, 8.27
0, 1, 8.95
0, 2, 3.45
0, 3, 4.23
0, 4, 5.55
0, 5, 9.32
0, 6, 8.66
0, 7, 3.45
0, 8, 2.2
1, 2, 5.32
1, 3, 3.25
1, 4, 4.02
1, 5, 2.17
1, 6, 3.51
1, 7, 9.78
1, 8, 3.89
2, 3, 6.06
2, 4, 3.28
2, 5, 9.52
2, 6, 5.13
2, 7, 8.04
2, 8, 7.15
3, 4, 5.95
3, 5, 4.66
3, 6, 8.58
3, 7, 5.59
3, 8, 9.24
4, 5, 2.78
4, 6, 9.74
4, 7, 1.71
4, 8, 2.28
5, 6, 5.42
5, 7, 2.68
5, 8, 8.69
6, 7, 8.02
6, 8, 2.96
7, 8, 6.67
